id,title,type,difficulty,company,submits,solved,tags,time_step
936E,Iqea,PROGRAMMING,9,codeforces,107,46.0,"['data structures', 'dfs and similar', 'divide and conquer', 'dsu', 'shortest paths', 'trees']",=1656916706211
936D,World of Tank,PROGRAMMING,7,codeforces,199,23.0,"['dp', 'greedy']",=1656916706211
936C,Lock Puzzle,PROGRAMMING,5,codeforces,145,89.0,"['constructive algorithms', 'implementation', 'strings']",=1656916706211
936B,Sleepy Game,PROGRAMMING,3,codeforces,151,27.0,"['dfs and similar', 'dp', 'games', 'graphs']",=1656916706211
936A,Save Energy!,PROGRAMMING,1,codeforces,140,50.0,"['binary search', 'implementation', 'math']",=1656916706211
935F,Fafa and Array,PROGRAMMING,11,codeforces,183,78.0,"['data structures', 'greedy']",=1656916706211
935E,Fafa and Ancient Mathematics,PROGRAMMING,9,codeforces,137,27.0,"['dfs and similar', 'dp', 'trees']",=1656916706211
935D,Fafa and Ancient Alphabet,PROGRAMMING,7,codeforces,158,53.0,"['math', 'probabilities']",=1656916706211
935C,Fifa and Fafa,PROGRAMMING,5,codeforces,109,96.0,['geometry'],=1656916706211
935B,Fafa and the Gates,PROGRAMMING,3,codeforces,110,73.0,['implementation'],=1656916706211
935A,Fafa and his Company,PROGRAMMING,1,codeforces,200,39.0,"['brute force', 'implementation']",=1656916706211
934B,A Prosperous Lot,PROGRAMMING,3,codeforces,170,99.0,"['constructive algorithms', 'implementation']",=1656916706211
934A,A Compatible Pair,PROGRAMMING,1,codeforces,157,38.0,"['brute force', 'games']",=1656916706211
933E,A Preponderant Reunion,PROGRAMMING,9,codeforces,102,87.0,"['constructive algorithms', 'dp']",=1656916706211
933D,A Creative Cutout,PROGRAMMING,7,codeforces,174,30.0,"['brute force', 'combinatorics', 'math']",=1656916706211
933C,A Colourful Prospect,PROGRAMMING,5,codeforces,143,2.0,"['geometry', 'graphs']",=1656916706211
933B,A Determined Cleanup,PROGRAMMING,3,codeforces,175,54.0,['math'],=1656916706211
933A,A Twisty Movement,PROGRAMMING,1,codeforces,120,4.0,['dp'],=1656916706211
932G,Palindrome Partition,PROGRAMMING,13,codeforces,123,86.0,"['dp', 'string suffix structures', 'strings']",=1656916706211
932F,Escape Through Leaf,PROGRAMMING,11,codeforces,110,27.0,"['data structures', 'dp', 'geometry']",=1656916706211
932E,Team Work,PROGRAMMING,9,codeforces,177,59.0,"['combinatorics', 'dp', 'math']",=1656916706211
932D,Tree,PROGRAMMING,7,codeforces,133,65.0,"['binary search', 'dp', 'trees']",=1656916706211
932C,Permutation Cycle,PROGRAMMING,5,codeforces,164,38.0,"['brute force', 'constructive algorithms']",=1656916706211
932B,Recursive Queries,PROGRAMMING,3,codeforces,168,42.0,"['binary search', 'data structures', 'dfs and similar']",=1656916706211
932A,Palindromic Supersequence,PROGRAMMING,1,codeforces,172,15.0,['constructive algorithms'],=1656916706211
931C,Laboratory Work,PROGRAMMING,5,codeforces,178,31.0,"['implementation', 'math']",=1656916706211
931B,World Cup,PROGRAMMING,3,codeforces,198,99.0,"['constructive algorithms', 'implementation']",=1656916706211
931A,Friends Meeting,PROGRAMMING,1,codeforces,105,50.0,"['brute force', 'greedy', 'implementation', 'math']",=1656916706211
930E,Coins Exhibition,PROGRAMMING,9,codeforces,169,53.0,"['data structures', 'dp', 'math']",=1656916706211
930D,Game with Tokens,PROGRAMMING,7,codeforces,125,69.0,"['data structures', 'games', 'implementation']",=1656916706211
930C,Teodor is not a liar!,PROGRAMMING,5,codeforces,126,44.0,"['data structures', 'dp']",=1656916706211
930B,Game with String,PROGRAMMING,3,codeforces,151,21.0,"['implementation', 'probabilities', 'strings']",=1656916706211
930A,Peculiar apple-tree,PROGRAMMING,1,codeforces,184,69.0,"['dfs and similar', 'graphs', 'trees']",=1656916706211
929D,Пограничные врата,PROGRAMMING,7,codeforces,107,61.0,[],=1656916706211
929C,Красивая команда,PROGRAMMING,5,codeforces,194,58.0,"['*special', 'combinatorics', 'math']",=1656916706211
929B,Места в самолёте,PROGRAMMING,3,codeforces,139,63.0,"['*special', 'implementation']",=1656916706211
929A,Прокат велосипедов,PROGRAMMING,1,codeforces,199,79.0,"['*special', 'greedy', 'implementation']",=1656916706211
928D,Autocompletion,PROGRAMMING,7,codeforces,190,34.0,"['*special', 'strings', 'trees']",=1656916706211
928C,Dependency management,PROGRAMMING,5,codeforces,142,45.0,"['*special', 'graphs', 'implementation']",=1656916706211
928B,Chat,PROGRAMMING,3,codeforces,187,5.0,"['*special', 'dp']",=1656916706211
928A,Login Verification,PROGRAMMING,1,codeforces,117,38.0,"['*special', 'strings']",=1656916706211
927A,BuberPool Taxi Optimization,PROGRAMMING,1,codeforces,179,73.0,[],=1656916706211
926J,Segments,PROGRAMMING,19,codeforces,194,46.0,['data structures'],=1656916706211
926I,A Vital Problem,PROGRAMMING,17,codeforces,110,35.0,[],=1656916706211
926H,Endless Roses Most Beautiful,PROGRAMMING,15,codeforces,162,82.0,[],=1656916706211
926G,Large Bouquets,PROGRAMMING,13,codeforces,196,71.0,[],=1656916706211
926F,Mobile Communications,PROGRAMMING,11,codeforces,103,10.0,[],=1656916706211
926E,Merge Equal Elements,PROGRAMMING,9,codeforces,173,2.0,"['constructive algorithms', 'data structures']",=1656916706211
926D,Choose Place,PROGRAMMING,7,codeforces,119,99.0,[],=1656916706211
926C,Is This a Zebra?,PROGRAMMING,5,codeforces,164,24.0,['implementation'],=1656916706211
926B,Add Points,PROGRAMMING,3,codeforces,171,19.0,[],=1656916706211
926A,2-3-numbers,PROGRAMMING,1,codeforces,132,52.0,"['implementation', 'math']",=1656916706211
925F,Parametric Circulation,PROGRAMMING,11,codeforces,111,9.0,"['binary search', 'flows']",=1656916706211
925E,May Holidays,PROGRAMMING,9,codeforces,139,7.0,"['data structures', 'trees']",=1656916706211
925D,Aztec Catacombs,PROGRAMMING,7,codeforces,190,79.0,['constructive algorithms'],=1656916706211
925C,Big Secret,PROGRAMMING,5,codeforces,179,30.0,"['constructive algorithms', 'math']",=1656916706211
925B,Resource Distribution,PROGRAMMING,3,codeforces,130,76.0,"['binary search', 'implementation', 'sortings']",=1656916706211
925A,Stairs and Elevators,PROGRAMMING,1,codeforces,138,30.0,['binary search'],=1656916706211
924F,Minimal Subset Difference,PROGRAMMING,11,codeforces,165,88.0,['dp'],=1656916706211
924E,Wardrobe,PROGRAMMING,9,codeforces,189,74.0,[],=1656916706211
924D,Contact ATC,PROGRAMMING,7,codeforces,172,2.0,[],=1656916706211
924C,Riverside Curio,PROGRAMMING,5,codeforces,194,87.0,"['data structures', 'dp', 'greedy']",=1656916706211
924B,Three-level Laser,PROGRAMMING,3,codeforces,196,40.0,"['binary search', 'greedy', 'two pointers']",=1656916706211
924A,Mystical Mosaic,PROGRAMMING,1,codeforces,131,28.0,"['greedy', 'implementation']",=1656916706211
923F,Public Service,PROGRAMMING,11,codeforces,184,59.0,"['constructive algorithms', 'graphs', 'trees']",=1656916706211
923E,Perpetual Subtraction,PROGRAMMING,9,codeforces,123,62.0,"['fft', 'math', 'matrices']",=1656916706211
923D,Picking Strings,PROGRAMMING,7,codeforces,149,48.0,"['constructive algorithms', 'implementation', 'strings']",=1656916706211
923C,Perfect Security,PROGRAMMING,5,codeforces,143,3.0,"['data structures', 'greedy', 'strings', 'trees']",=1656916706211
923B,Producing Snow,PROGRAMMING,3,codeforces,168,61.0,"['binary search', 'data structures']",=1656916706211
923A,Primal Sport,PROGRAMMING,1,codeforces,116,16.0,"['math', 'number theory']",=1656916706211
922F,Divisibility,PROGRAMMING,11,codeforces,196,29.0,"['constructive algorithms', 'dp', 'greedy', 'number theory']",=1656916706211
922E,Birds,PROGRAMMING,9,codeforces,126,8.0,['dp'],=1656916706211
922D,Robot Vacuum Cleaner,PROGRAMMING,7,codeforces,181,24.0,"['greedy', 'sortings']",=1656916706211
922C,Cave Painting,PROGRAMMING,5,codeforces,132,51.0,"['brute force', 'number theory']",=1656916706211
922B,Magic Forest,PROGRAMMING,3,codeforces,154,57.0,['brute force'],=1656916706211
922A,Cloning Toys,PROGRAMMING,1,codeforces,179,62.0,['implementation'],=1656916706211
92114,Labyrinth-14,PROGRAMMING,-28,codeforces,131,15.0,[],=1656916706211
92113,Labyrinth-13,PROGRAMMING,-29,codeforces,187,74.0,[],=1656916706211
92112,Labyrinth-12,PROGRAMMING,-30,codeforces,181,93.0,[],=1656916706211
92111,Labyrinth-11,PROGRAMMING,-31,codeforces,180,34.0,[],=1656916706211
92110,Labyrinth-10,PROGRAMMING,-32,codeforces,128,28.0,[],=1656916706211
92109,Labyrinth-9,PROGRAMMING,-25,codeforces,141,70.0,[],=1656916706211
92108,Labyrinth-8,PROGRAMMING,-26,codeforces,193,95.0,[],=1656916706211
92107,Labyrinth-7,PROGRAMMING,-27,codeforces,183,23.0,[],=1656916706211
92106,Labyrinth-6,PROGRAMMING,-28,codeforces,195,47.0,[],=1656916706211
92105,Labyrinth-5,PROGRAMMING,-29,codeforces,177,32.0,[],=1656916706211
92104,Labyrinth-4,PROGRAMMING,-30,codeforces,152,32.0,[],=1656916706211
92103,Labyrinth-3,PROGRAMMING,-31,codeforces,162,61.0,[],=1656916706211
92102,Labyrinth-2,PROGRAMMING,-32,codeforces,159,47.0,[],=1656916706211
92101,Labyrinth-1,PROGRAMMING,-33,codeforces,105,24.0,[],=1656916706211
920G,List Of Integers,PROGRAMMING,13,codeforces,144,69.0,"['binary search', 'bitmasks', 'brute force', 'combinatorics', 'math', 'number theory']",=1656916706211
920F,SUM and REPLACE,PROGRAMMING,11,codeforces,177,74.0,"['brute force', 'data structures', 'dsu', 'number theory']",=1656916706211
920E,Connected Components?,PROGRAMMING,9,codeforces,193,44.0,"['data structures', 'dfs and similar', 'dsu', 'graphs']",=1656916706211
920D,Tanks,PROGRAMMING,7,codeforces,190,88.0,"['dp', 'greedy', 'implementation']",=1656916706211
920C,Swap Adjacent Elements,PROGRAMMING,5,codeforces,130,28.0,"['dfs and similar', 'greedy', 'math', 'sortings', 'two pointers']",=1656916706211
920B,Tea Queue,PROGRAMMING,3,codeforces,179,64.0,['implementation'],=1656916706211
920A,Water The Garden,PROGRAMMING,1,codeforces,185,11.0,['implementation'],=1656916706211
919F,A Game With Numbers,PROGRAMMING,11,codeforces,103,41.0,"['games', 'graphs', 'shortest paths']",=1656916706211
919E,Congruence Equation,PROGRAMMING,9,codeforces,182,1.0,"['chinese remainder theorem', 'math', 'number theory']",=1656916706211
919D,Substring,PROGRAMMING,7,codeforces,123,70.0,"['dfs and similar', 'dp', 'graphs']",=1656916706211
919C,Seat Arrangements,PROGRAMMING,5,codeforces,119,95.0,"['brute force', 'implementation']",=1656916706211
919B,Perfect Number,PROGRAMMING,3,codeforces,122,59.0,"['binary search', 'brute force', 'dp', 'implementation', 'number theory']",=1656916706211
919A,Supermarket,PROGRAMMING,1,codeforces,137,93.0,"['brute force', 'greedy', 'implementation']",=1656916706211
918B,Radio Station,PROGRAMMING,3,codeforces,113,24.0,"['implementation', 'strings']",=1656916706211
918A,Eleven,PROGRAMMING,1,codeforces,128,48.0,"['brute force', 'implementation']",=1656916706211
917E,Upside Down,PROGRAMMING,9,codeforces,162,31.0,"['data structures', 'string suffix structures', 'strings', 'trees']",=1656916706211
917D,Stranger Trees,PROGRAMMING,7,codeforces,112,23.0,"['dp', 'math', 'matrices', 'trees']",=1656916706211
917C,Pollywog,PROGRAMMING,5,codeforces,137,99.0,"['combinatorics', 'dp', 'matrices']",=1656916706211
917B,MADMAX,PROGRAMMING,3,codeforces,176,48.0,"['dfs and similar', 'dp', 'games', 'graphs']",=1656916706211
917A,The Monster,PROGRAMMING,1,codeforces,129,73.0,"['dp', 'greedy', 'implementation', 'math']",=1656916706211
916E,Jamie and Tree,PROGRAMMING,9,codeforces,198,98.0,"['data structures', 'trees']",=1656916706211
916D,Jamie and To-do List,PROGRAMMING,7,codeforces,166,29.0,"['data structures', 'interactive', 'trees']",=1656916706211
916C,Jamie and Interesting Graph,PROGRAMMING,5,codeforces,141,39.0,"['constructive algorithms', 'graphs', 'shortest paths']",=1656916706211
916B,Jamie and Binary Sequence (changed after round),PROGRAMMING,3,codeforces,182,52.0,"['bitmasks', 'greedy', 'math']",=1656916706211
916A,Jamie and Alarm Snooze,PROGRAMMING,1,codeforces,102,88.0,"['brute force', 'implementation', 'math']",=1656916706211
915G,Coprime Arrays,PROGRAMMING,13,codeforces,114,46.0,"['math', 'number theory']",=1656916706211
915F,Imbalance Value of a Tree,PROGRAMMING,11,codeforces,124,11.0,"['data structures', 'dsu', 'graphs', 'trees']",=1656916706211
915E,Physical Education Lessons,PROGRAMMING,9,codeforces,128,86.0,"['data structures', 'implementation', 'sortings']",=1656916706211
915D,Almost Acyclic Graph,PROGRAMMING,7,codeforces,108,89.0,"['dfs and similar', 'graphs']",=1656916706211
915C,Permute Digits,PROGRAMMING,5,codeforces,158,18.0,"['dp', 'greedy']",=1656916706211
915B,Browser,PROGRAMMING,3,codeforces,140,79.0,['implementation'],=1656916706211
915A,Garden,PROGRAMMING,1,codeforces,170,23.0,['implementation'],=1656916706211
914H,Ember and Storm's Tree Game,PROGRAMMING,15,codeforces,142,25.0,"['combinatorics', 'dp', 'games', 'trees']",=1656916706211
914G,Sum the Fibonacci,PROGRAMMING,13,codeforces,160,64.0,"['bitmasks', 'divide and conquer', 'dp', 'fft', 'math']",=1656916706211
914F,Substrings in a String,PROGRAMMING,11,codeforces,115,1.0,"['bitmasks', 'brute force', 'data structures', 'string suffix structures', 'strings']",=1656916706211
914E,Palindromes in a Tree,PROGRAMMING,9,codeforces,172,67.0,"['bitmasks', 'data structures', 'divide and conquer', 'trees']",=1656916706211
914D,Bash and a Tough Math Puzzle,PROGRAMMING,7,codeforces,185,64.0,"['data structures', 'number theory']",=1656916706211
914C,Travelling Salesman and Special Numbers,PROGRAMMING,5,codeforces,162,1.0,"['brute force', 'combinatorics', 'dp']",=1656916706211
914B,Conan and Agasa play a Card Game,PROGRAMMING,3,codeforces,181,88.0,"['games', 'greedy', 'implementation']",=1656916706211
914A,Perfect Squares,PROGRAMMING,1,codeforces,124,75.0,"['brute force', 'implementation', 'math']",=1656916706211
913H,Don't Exceed,PROGRAMMING,15,codeforces,171,27.0,"['math', 'probabilities']",=1656916706211
913G,Power Substring,PROGRAMMING,13,codeforces,103,46.0,"['math', 'number theory']",=1656916706211
913F,Strongly Connected Tournament,PROGRAMMING,11,codeforces,131,74.0,"['dp', 'graphs', 'math', 'probabilities']",=1656916706211
913E,Logical Expression,PROGRAMMING,9,codeforces,129,33.0,"['bitmasks', 'dp', 'shortest paths']",=1656916706211
913D,Too Easy Problems,PROGRAMMING,7,codeforces,153,48.0,"['binary search', 'brute force', 'data structures', 'greedy', 'sortings']",=1656916706211
913C,Party Lemonade,PROGRAMMING,5,codeforces,131,42.0,"['bitmasks', 'dp', 'greedy']",=1656916706211
913B,Christmas Spruce,PROGRAMMING,3,codeforces,100,56.0,"['implementation', 'trees']",=1656916706211
913A,Modular Exponentiation,PROGRAMMING,1,codeforces,191,20.0,"['implementation', 'math']",=1656916706211
912E,Prime Gift,PROGRAMMING,9,codeforces,180,15.0,"['binary search', 'dfs and similar', 'math', 'meet-in-the-middle', 'number theory', 'two pointers']",=1656916706211
912D,Fishes,PROGRAMMING,7,codeforces,129,35.0,"['data structures', 'graphs', 'greedy', 'probabilities', 'shortest paths']",=1656916706211
912C,"Perun, Ult!",PROGRAMMING,5,codeforces,133,70.0,"['brute force', 'greedy', 'sortings']",=1656916706211
912B,New Year's Eve,PROGRAMMING,3,codeforces,173,92.0,"['bitmasks', 'constructive algorithms', 'number theory']",=1656916706211
912A,Tricky Alchemy,PROGRAMMING,1,codeforces,103,24.0,['implementation'],=1656916706211
911G,Mass Change Queries,PROGRAMMING,13,codeforces,150,52.0,['data structures'],=1656916706211
911F,Tree Destruction,PROGRAMMING,11,codeforces,111,14.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'trees']",=1656916706211
911E,Stack Sorting,PROGRAMMING,9,codeforces,144,53.0,"['constructive algorithms', 'data structures', 'greedy', 'implementation']",=1656916706211
911D,Inversion Counting,PROGRAMMING,7,codeforces,146,7.0,"['brute force', 'math']",=1656916706211
911C,Three Garlands,PROGRAMMING,5,codeforces,126,0.0,"['brute force', 'constructive algorithms']",=1656916706211
911B,Two Cakes,PROGRAMMING,3,codeforces,178,62.0,"['binary search', 'brute force', 'implementation']",=1656916706211
911A,Nearest Minimums,PROGRAMMING,1,codeforces,109,65.0,['implementation'],=1656916706211
910C,Minimum Sum,PROGRAMMING,5,codeforces,194,59.0,"['constructive algorithms', 'greedy', 'math']",=1656916706211
910B,Door Frames,PROGRAMMING,3,codeforces,102,7.0,"['greedy', 'implementation']",=1656916706211
910A,The Way to Home,PROGRAMMING,1,codeforces,162,87.0,"['dfs and similar', 'dp', 'greedy', 'implementation']",=1656916706211
909F,AND-permutations,PROGRAMMING,11,codeforces,154,31.0,['constructive algorithms'],=1656916706211
909E,Coprocessor,PROGRAMMING,9,codeforces,144,49.0,"['dfs and similar', 'dp', 'graphs', 'greedy']",=1656916706211
909D,Colorful Points,PROGRAMMING,7,codeforces,104,75.0,"['data structures', 'greedy', 'implementation']",=1656916706211
909C,Python Indentation,PROGRAMMING,5,codeforces,162,14.0,['dp'],=1656916706211
909B,Segments,PROGRAMMING,3,codeforces,135,80.0,"['constructive algorithms', 'math']",=1656916706211
909A,Generate Login,PROGRAMMING,1,codeforces,103,49.0,"['brute force', 'greedy', 'sortings']",=1656916706211
908H,New Year and Boolean Bridges,PROGRAMMING,15,codeforces,108,4.0,[],=1656916706211
908G,New Year and Original Order,PROGRAMMING,13,codeforces,146,46.0,"['dp', 'math']",=1656916706211
908F,New Year and Rainbow Roads,PROGRAMMING,11,codeforces,158,54.0,"['graphs', 'greedy', 'implementation']",=1656916706211
908E,New Year and Entity Enumeration,PROGRAMMING,9,codeforces,120,57.0,"['bitmasks', 'combinatorics', 'dp', 'math']",=1656916706212
908D,New Year and Arbitrary Arrangement,PROGRAMMING,7,codeforces,167,20.0,"['dp', 'math', 'probabilities']",=1656916706212
908C,New Year and Curling,PROGRAMMING,5,codeforces,191,82.0,"['brute force', 'geometry', 'implementation', 'math']",=1656916706212
908B,New Year and Buggy Bot,PROGRAMMING,3,codeforces,122,55.0,"['brute force', 'implementation']",=1656916706212
908A,New Year and Counting Cards,PROGRAMMING,1,codeforces,172,74.0,"['brute force', 'implementation']",=1656916706212
907B,Tic-Tac-Toe,PROGRAMMING,3,codeforces,164,78.0,['implementation'],=1656916706212
907A,Masha and Bears,PROGRAMMING,1,codeforces,113,7.0,"['brute force', 'implementation']",=1656916706212
906E,Reverses,PROGRAMMING,9,codeforces,170,0.0,"['dp', 'string suffix structures', 'strings']",=1656916706212
906D,Power Tower,PROGRAMMING,7,codeforces,155,55.0,"['chinese remainder theorem', 'math', 'number theory']",=1656916706212
906C,Party,PROGRAMMING,5,codeforces,194,18.0,"['bitmasks', 'brute force', 'dp', 'graphs']",=1656916706212
906B,Seating of Students,PROGRAMMING,3,codeforces,110,50.0,"['brute force', 'constructive algorithms', 'math']",=1656916706212
906A,Shockers,PROGRAMMING,1,codeforces,200,62.0,"['implementation', 'strings']",=1656916706212
903G,Yet Another Maxflow Problem,PROGRAMMING,13,codeforces,101,24.0,"['data structures', 'flows', 'graphs']",=1656916706212
903F,Clear The Matrix,PROGRAMMING,11,codeforces,110,32.0,"['bitmasks', 'dp']",=1656916706212
903E,Swapping Characters,PROGRAMMING,9,codeforces,142,25.0,"['brute force', 'hashing', 'implementation', 'strings']",=1656916706212
903D,Almost Difference,PROGRAMMING,7,codeforces,130,43.0,"['data structures', 'math']",=1656916706212
903C,Boxes Packing,PROGRAMMING,5,codeforces,127,19.0,['greedy'],=1656916706212
903B,The Modcrab,PROGRAMMING,3,codeforces,170,79.0,"['greedy', 'implementation']",=1656916706212
903A,Hungry Student Problem,PROGRAMMING,1,codeforces,145,45.0,"['greedy', 'implementation']",=1656916706212
902B,Coloring a Tree,PROGRAMMING,3,codeforces,145,43.0,"['dfs and similar', 'dsu', 'greedy']",=1656916706212
902A,Visiting a Friend,PROGRAMMING,1,codeforces,192,73.0,"['greedy', 'implementation']",=1656916706212
901E,Cyclic Cipher,PROGRAMMING,9,codeforces,133,33.0,"['fft', 'math']",=1656916706212
901D,Weighting a Tree,PROGRAMMING,7,codeforces,165,17.0,"['constructive algorithms', 'dfs and similar', 'graphs']",=1656916706212
901C,Bipartite Segments,PROGRAMMING,5,codeforces,140,59.0,"['binary search', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'two pointers']",=1656916706212
901B,GCD of Polynomials,PROGRAMMING,3,codeforces,107,56.0,"['constructive algorithms', 'math']",=1656916706212
901A,Hashing Trees,PROGRAMMING,1,codeforces,174,49.0,"['constructive algorithms', 'trees']",=1656916706212
900E,Maximum Questions,PROGRAMMING,9,codeforces,107,71.0,"['data structures', 'dp', 'strings']",=1656916706212
900D,Unusual Sequences,PROGRAMMING,7,codeforces,180,33.0,"['bitmasks', 'combinatorics', 'dp', 'math', 'number theory']",=1656916706212
900C,Remove Extra One,PROGRAMMING,5,codeforces,120,90.0,"['brute force', 'data structures', 'math']",=1656916706212
900B,Position in Fraction,PROGRAMMING,3,codeforces,168,61.0,"['math', 'number theory']",=1656916706212
900A,Find Extra One,PROGRAMMING,1,codeforces,134,86.0,"['geometry', 'implementation']",=1656916706212
899F,Letters Removing,PROGRAMMING,11,codeforces,150,45.0,"['data structures', 'strings']",=1656916706212
899E,Segments Removal,PROGRAMMING,9,codeforces,181,82.0,"['data structures', 'dsu', 'flows', 'implementation', 'two pointers']",=1656916706212
899D,Shovel Sale,PROGRAMMING,7,codeforces,198,3.0,"['constructive algorithms', 'math']",=1656916706212
899C,Dividing the numbers,PROGRAMMING,5,codeforces,158,40.0,"['constructive algorithms', 'graphs', 'math']",=1656916706212
899B,Months and Years,PROGRAMMING,3,codeforces,106,93.0,['implementation'],=1656916706212
899A,Splitting in Teams,PROGRAMMING,1,codeforces,100,70.0,"['constructive algorithms', 'greedy', 'math']",=1656916706212
898F,Restoring the Expression,PROGRAMMING,11,codeforces,174,38.0,"['brute force', 'hashing', 'math']",=1656916706212
898E,Squares and not squares,PROGRAMMING,9,codeforces,108,100.0,"['constructive algorithms', 'greedy']",=1656916706212
898D,Alarm Clock,PROGRAMMING,7,codeforces,173,92.0,['greedy'],=1656916706212
898C,Phone Numbers,PROGRAMMING,5,codeforces,145,28.0,"['implementation', 'strings']",=1656916706212
898B,Proper Nutrition,PROGRAMMING,3,codeforces,177,88.0,"['brute force', 'implementation', 'number theory']",=1656916706212
898A,Rounding,PROGRAMMING,1,codeforces,136,35.0,"['implementation', 'math']",=1656916706212
897B,Chtholly's request,PROGRAMMING,3,codeforces,142,82.0,['brute force'],=1656916706212
897A,Scarborough Fair,PROGRAMMING,1,codeforces,197,37.0,['implementation'],=1656916706212
896E,"Welcome home, Chtholly",PROGRAMMING,9,codeforces,198,6.0,"['data structures', 'dsu']",=1656916706212
896D,Nephren Runs a Cinema,PROGRAMMING,7,codeforces,162,91.0,"['chinese remainder theorem', 'combinatorics', 'math', 'number theory']",=1656916706212
896C,"Willem, Chtholly and Seniorious",PROGRAMMING,5,codeforces,175,25.0,"['data structures', 'probabilities']",=1656916706212
896B,Ithea Plays With Chtholly,PROGRAMMING,3,codeforces,192,86.0,"['binary search', 'constructive algorithms', 'games', 'greedy', 'interactive']",=1656916706212
896A,Nephren gives a riddle,PROGRAMMING,1,codeforces,175,1.0,"['binary search', 'dfs and similar']",=1656916706212
895E,Eyes Closed,PROGRAMMING,9,codeforces,186,43.0,"['data structures', 'probabilities']",=1656916706212
895D,String Mark,PROGRAMMING,7,codeforces,131,20.0,"['combinatorics', 'math', 'strings']",=1656916706212
895C,Square Subsets,PROGRAMMING,5,codeforces,198,73.0,"['bitmasks', 'combinatorics', 'dp', 'math']",=1656916706212
895B,XK Segments,PROGRAMMING,3,codeforces,125,41.0,"['binary search', 'math', 'sortings', 'two pointers']",=1656916706212
895A,Pizza Separation,PROGRAMMING,1,codeforces,121,56.0,"['brute force', 'implementation']",=1656916706212
894E,Ralph and Mushrooms,PROGRAMMING,9,codeforces,171,54.0,"['dp', 'graphs']",=1656916706212
894D,Ralph And His Tour in Binary Country,PROGRAMMING,7,codeforces,145,51.0,"['brute force', 'data structures', 'trees']",=1656916706212
894C,Marco and GCD Sequence,PROGRAMMING,5,codeforces,171,17.0,"['constructive algorithms', 'math']",=1656916706212
894B,Ralph And His Magic Field,PROGRAMMING,3,codeforces,186,57.0,"['combinatorics', 'constructive algorithms', 'math', 'number theory']",=1656916706212
894A,QAQ,PROGRAMMING,1,codeforces,139,5.0,"['brute force', 'dp']",=1656916706212
893F,Subtree Minimum Query,PROGRAMMING,11,codeforces,162,2.0,"['data structures', 'trees']",=1656916706212
893E,Counting Arrays,PROGRAMMING,9,codeforces,102,44.0,"['combinatorics', 'dp', 'math', 'number theory']",=1656916706212
893D,Credit Card,PROGRAMMING,7,codeforces,115,5.0,"['data structures', 'dp', 'greedy', 'implementation']",=1656916706212
893C,Rumor,PROGRAMMING,5,codeforces,188,73.0,"['dfs and similar', 'graphs', 'greedy']",=1656916706212
893B,Beautiful Divisors,PROGRAMMING,3,codeforces,170,25.0,"['brute force', 'implementation']",=1656916706212
893A,Chess For Three,PROGRAMMING,1,codeforces,100,84.0,['implementation'],=1656916706212
892B,Wrath,PROGRAMMING,3,codeforces,117,55.0,"['greedy', 'implementation', 'two pointers']",=1656916706212
892A,Greed,PROGRAMMING,1,codeforces,180,12.0,"['greedy', 'implementation']",=1656916706212
891E,Lust,PROGRAMMING,9,codeforces,154,76.0,"['combinatorics', 'math', 'matrices']",=1656916706212
891D,Sloth,PROGRAMMING,7,codeforces,174,41.0,"['dfs and similar', 'dp', 'graph matchings', 'trees']",=1656916706212
891C,Envy,PROGRAMMING,5,codeforces,126,4.0,"['data structures', 'dsu', 'graphs']",=1656916706212
891B,Gluttony,PROGRAMMING,3,codeforces,119,83.0,"['constructive algorithms', 'greedy']",=1656916706212
891A,Pride,PROGRAMMING,1,codeforces,124,18.0,"['brute force', 'dp', 'greedy', 'math', 'number theory']",=1656916706212
889E,Mod Mod Mod,PROGRAMMING,9,codeforces,126,11.0,"['binary search', 'dp', 'math']",=1656916706212
888G,Xor-MST,PROGRAMMING,13,codeforces,113,72.0,"['bitmasks', 'constructive algorithms', 'data structures']",=1656916706212
888F,Connecting Vertices,PROGRAMMING,11,codeforces,173,67.0,"['dp', 'graphs']",=1656916706212
888E,Maximum Subsequence,PROGRAMMING,9,codeforces,137,0.0,"['bitmasks', 'divide and conquer', 'meet-in-the-middle']",=1656916706212
888D,Almost Identity Permutations,PROGRAMMING,7,codeforces,182,35.0,"['combinatorics', 'dp', 'math']",=1656916706212
888C,K-Dominant Character,PROGRAMMING,5,codeforces,134,65.0,"['binary search', 'implementation', 'two pointers']",=1656916706212
888B,Buggy Robot,PROGRAMMING,3,codeforces,119,22.0,['greedy'],=1656916706212
888A,Local Extrema,PROGRAMMING,1,codeforces,110,69.0,"['brute force', 'implementation']",=1656916706212
887F,Row of Models,PROGRAMMING,11,codeforces,129,64.0,"['greedy', 'sortings']",=1656916706212
887E,Little Brother,PROGRAMMING,9,codeforces,188,60.0,"['binary search', 'geometry', 'sortings']",=1656916706212
887D,Ratings and Reality Shows,PROGRAMMING,7,codeforces,136,71.0,"['data structures', 'two pointers']",=1656916706212
887C,Solution for Cube,PROGRAMMING,5,codeforces,165,97.0,"['brute force', 'implementation']",=1656916706212
887B,Cubes for Masha,PROGRAMMING,3,codeforces,100,29.0,"['brute force', 'implementation']",=1656916706212
